Menu_Score_GoBackMainMenu,,Go back to main menu,Retourner au menu principal,Zurück zum Hauptmenü,Volver al menú principal,Voltar ao menu principal,Torna al menu principale,Вернуться в главное меню,メインメニューへ,메인 메뉴로 돌아간다,回到主選單,回到主菜单
Menu_Score_GoToNextWorld,,Go to next run,Lancer le parcours suivant,Zum nächsten Parcours,Ir al siguiente circuito,Ir para a próxima série,Passa al prossimo percorso,Пройти следующее испытание,つぎのコースへ,다음 도전을 시작한다,進行下一輪,进行下一轮
Menu_ScoreMinigame_BonusStage_1,,Bonus Stage #1,Niveau Bonus n°1,Bonus-Level 1,Fase de bonus n.º 1,Fase Bônus #1,Livello bonus 1,Бонусный уровень №1,ボーナスステージ #1,보너스 스테이지 #1,獎勵關卡一,奖励关卡一
Menu_ScoreMinigame_BonusStage_2,,Bonus Stage #2,Niveau Bonus n°2,Bonus-Level 2,Fase de bonus n.º 2,Fase Bônus #2,Livello bonus 2,Бонусный уровень №2,ボーナスステージ #2,보너스 스테이지 #2,獎勵關卡二,奖励关卡二
Menu_ScoreMinigame_BonusStage_3,,Bonus Stage #3,Niveau Bonus n°3,Bonus-Level 3,Fase de bonus n.º 3,Fase Bônus #3,Livello bonus 3,Бонусный уровень №3,ボーナスステージ #3,보너스 스테이지 #3,獎勵關卡三,奖励关卡三
Menu_ScoreMinigame_BonusStage_4,,Bonus Stage #4,Niveau Bonus n°4,Bonus-Level 4,Fase de bonus n.º 4,Fase Bônus #4,Livello bonus 4,Бонусный уровень №4,ボーナスステージ #4,보너스 스테이지 #4,獎勵關卡四,奖励关卡四
Menu_ScoreMinigame_FitInShape,MINI GAMES INSTRUCTIONS,Cramped,À l'étroit !,Platzprobleme,Apretado,Apertado,Alle strette,Куча мала!,かくれんぼ,비좁비좁,擠到抽筋,挤到抽筋
Menu_ScoreMinigame_JustDance,,Let's dance!,Let's dance!,Tanzeinlage,¡A bailar!,Vamos dançar!,Si balla!,Потанцуем?,レッツダンス！,춤추자!,嗨起來！,舞动起来！
Menu_ScoreMinigame_Basket,,Basketball,Basketball !,Basketball,Baloncesto,Basquete,Basket,Баскетбол,バスケットボール,농구,投籃比賽,投篮比拼
Menu_ScoreMinigame_FitInShape_HowTo,,Make sure you're all in the white area with nothing sticking out before time runs out!,Placez-vous dans la zone blanche avant la fin du compte à rebours. Rien ne doit dépasser !,Sorge dafür/ dass du komplett im weißen Bereich bist/ bevor die Zeit abläuft. Nichts darf überstehen!,¡Colocaos en la zona blanca/ sin que se salga nada/ antes de que se acabe el tiempo!,Fique dentro da área branca sem nenhuma pontinha para fora antes do tempo acabar!,Posizionati completamente nella zona bianca prima dello scadere del tempo. Niente deve uscire!,Разместитесь в белой зоне/ пока не вышло время. И чтобы из нее ничего не торчало!,じかんぎれに なるまえに ぜんいん カラダを しろいスペースに おしこめ！,시간이 다 가기 전에 하얀 공간에 제대로 들어가 있으세요!,一定要在時間用光之前，確保身體所有部位都在白框內哦！,一定要在时间用光之前，确保身体所有部位都在白框内哦！
Menu_ScoreMinigame_JustDance_HowTo,,Try to follow the leader's moves and rhythm!,Reproduisez les mouvements de la star et suivez son rythme !,Ahme die vorgegebenen Bewegungen nach und folge dem Rhythmus!,¡Intenta seguir los movimientos y el ritmo del líder!,Tente imitar os movimentos e ritmo do líder!,Riproduci i movimenti del leader e segui il suo ritmo!,Танцуйте в ритме ведущего и попытайтесь повторить все его движения!,リズムに あわせて リーダーの ポーズを マネしよう！,리더의 움직임과 리듬을 따라가보세요!,試著跟上舞王的動作和節奏吧！,试着跟上舞王的动作和节奏吧！
Menu_ScoreMinigame_Basket_HowTo,,Make as many baskets as possible before the round ends!,Mettez un maximum de paniers avant la fin du compte à rebours !,Erziele so viele Körbe wie möglich/ bevor die Zeit abläuft!,¡Encesta tantas veces como puedas antes de que se acabe la ronda!,Faça quantas cestas puder antes do tempo acabar!,Fai canestro più volte che puoi prima che termini il round!,Забросьте как можно больше мячей/ пока не вышло время!,ゲームセットまでに できるだけ たくさん シュートを キメろ！,라운드가 끝나기 전에 가능한 한 많이 공을 넣으세요!,在回合結束前，盡可能多地投中吧！,在回合结束前，尽可能多地投中吧！
Menu_ScoreMinigame_Finished,SCORE RECAP MINI GAME,Finished!,Fini !,Beendet!,¡Completado!,Acabou!,Fine!,Пройдено!,そこまで！,종료!,完成！,完成！
Menu_ScoreMinigame_Matched,,Matched:,Réussi(s) :,Gelungen:,Logrado:,Acertos:,Completato/i:,Попаданий:,せいこう：,맞춤:,成功次數：,成功次数：
Menu_ScoreMinigame_Missed,,Missed:,Manqué(s) :,Gescheitert:,Fallado:,Erros:,Non completato/i:,Промахов:,しっぱい：,빗나감:,失敗次數：,失败次数：
Menu_ScoreMinigame_Points,,Points:,Points :,Punkte:,Puntos:,Pontos:,Punti:,Очки:,ポイント：,점수:,得分：,得分：
Menu_ScoreMinigame_Reward,,Reward:,Récompense :,Belohnung:,Recompensa:,Recompensa:,Ricompensa:,Награда:,ごほうび：,보상:,獎勵：,奖励：
Menu_ScoreMinigame_NoReward,,No reward,Pas de récompense !,Keine Belohnung,¡Sin recompensa!,Sem recompensa,Nessuna ricompensa,Нет награды,ごほうびナシ,보상 없음,無獎勵,无奖励
Menu_Main_Coop,MAIN MENU,Cooperative,Coopération ,Kooperativ,Cooperativo,Cooperativo,Co-op,Кооперативный режим,キョーリョク,협동,合作模式,合作模式
Menu_Main_Versus,,Versus,Versus,Gegeneinander,Duelo,Contra,Sfida,Противостояние,タイセン,대전,對抗模式,对抗模式
Menu_Main_Solo,,Solo,Solo,Solo,Un jugador,Solo,Solitaria,Одиночный режим,ボッチ,싱글,單人模式,单人模式
Menu_Main_Machine,,The Machine,La machine,Die Maschine,La máquina,A Máquina,La macchina,Жетоноприемник,スロット,기계,老虎機,老虎机
Menu_Main_Trophies,,Trophies,Trophées,Trophäen,Trofeos,Troféus,Trofei,Трофеи,トロフィー,트로피,獎盃,奖杯
Menu_Main_Options,,Options,Options,Optionen,Opciones,Opções,Opzioni,Опции,オプション,옵션,選項,选项
Menu_Main_Credits,,Credits,Crédits,Mitwirkende,Créditos,Créditos,Riconoscimenti,Титры,つくったひと,크레딧,製作人員,制作人员
Menu_Main_Coop_Text,,Reach the flag as a group,Atteignez le drapeau tous ensemble,Erreicht die Flagge als Gruppe,Alcanzad la bandera todos juntos,Alcance a bandeira em grupo,Raggiungi la bandiera insieme agli altri,Доберитесь до флага все вместе,チームで チカラを あわせて フラッグを めざせ,친구와 함께 깃발에 도달하세요,以小組為單位一起抵達旗幟吧,以小组为单位一起抵达旗帜吧
Menu_Main_Versus_Text,,Be the first to reach the flag,Soyez le premier à atteindre le drapeau,Erreiche die Flagge als Erster,Sé el primero en alcanzar la bandera,Seja o primeiro a chegar na bandeira,Raggiungi la bandiera prima degli altri,Доберитесь до флага первым,だれよりも はやく フラッグを めざせ,가장 먼저 깃발에 도달하세요,搶先抵達旗幟吧,抢先抵达旗帜吧
Menu_Main_Solo_Text,,Play at your own pace,Jouez à votre propre rythme,Spiele in deinem eigenen Tempo,Juega a tu propio ritmo,Jogue no seu próprio ritmo,Gioca al tuo ritmo,Играйте в собственном темпе,じぶんの ペースで きままに プレイ,자신만의 페이스로 게임을 즐기세요,按自己的節奏慢慢來吧,按自己的节奏慢慢来吧
Menu_Main_Machine_Text,,Use your tokens to unlock new costumes!,Dépensez vos jetons pour débloquer de nouveaux costumes,Schalte mit deinen Münzen neue Kostüme frei!,¡Usa tus fichas para desbloquear nuevos disfraces!,Use suas fichas para desbloquear novos visuais!,Usa i gettoni per sbloccare nuovi costumi!,Используйте жетоны/ чтобы открыть новые костюмы!,トークンで あたらしい コスチュームを ゲット！,토큰을 사용하여 새로운 의상을 해금하세요!,使用金幣解鎖新服裝吧！,使用金币解锁新套装吧！
Menu_Main_Trophies_Text,,Trophy gallery,Galerie de trophées,Trophäengalerie,Galería de trofeos,Galeria de Troféus,Galleria dei trofei,Галерея трофеев,トロフィーギャラリー,트로피 갤러리,獎盃展示,奖杯展览馆
Menu_Main_Options_Text,,Settings,Options,Einstellungen,Ajustes,Configurações,Impostazioni,Настройки,せってい,설정,設置,设置
Menu_Main_Worlds_Highscore,,Highscore:,Meilleur score :,Rekord:,Récord:,Pontuações:,Record:,Лучший результат:,ベストタイム,최고 기록:,高分：,高分：
Menu_Main_Worlds_Rank,,Rank:,Rang :,Rang:,Posición:,Classificação:,Posizione:,Место:,ランク：,랭크:,排名：,排名：
Menu_Options_Voices,,Voices,Voix,Stimmen,Voces,Vozes,Voci,Голоса,ボイス,음성,聲音,声音
Menu_Options_SFX,,SFX,Bruitages,Effekte,Efectos sonoros,Efeitos sonoros,Effetti,Звук,SE,효과음,音效,音效
Menu_Options_Music,,Music,Musique,Musik,Música,Música,Musica,Музыка,BGM,음악,音樂,音乐
Menu_Machine_YouHave,,You have,Vous avez,Du hast,Tienes,Você tem,Hai,Жетонов в наличии:,もってるトークン：,획득:,你有,你有
Menu_Machine_Tokens,,tokens,jetons,Münzen,fichas,fichas,gettoni,,,토큰,枚金幣,枚金币
Menu_Machine_SpendTokens,,Spend tokens,Dépenser les jetons,Münzen ausgeben,Gastar fichas,Gastar fichas,Spendi gettoni,Потратить жетоны,トークンをつかう,사용한 토큰,使用金幣,使用金币
Menu_Machine_YouNeed,,You need,Il faut,Du brauchst noch,Necesitas,Você precisa de,Ti servono,Нужно еще жетонов:,ガチャれるまで あと,필요:,你還需要,你还需要
Menu_Machine_More,,more tokens,jetons supplémentaires,Münzen,fichas más,mais fichas,gettoni in più,,,토큰,枚金幣才行,枚金币才行
Menu_Machine_LetsRoll,,Let's roll!!!,C'est parti !!!,Auf geht's!,¡En marcha!,Vamos nessa!!!,Si parte!!!,Погнали!!!,ガチャる！,굴러보자!!!,轉起來！！！,转起来！！！
Menu_Machine_Congratulations,,Congratulations!,Félicitations !,Glückwunsch!,¡Enhorabuena!,Parabéns!,Complimenti!,Поздравляем!,やったね！,축하합니다!,恭喜你！,恭喜你！
Menu_Machine_NewCostumeUnlocked,,New costume unlocked!,Nouveau costume débloqué !,Neues Kostüm freigeschaltet!,¡Nuevo disfraz desbloqueado!,Novo visual desbloqueado!,Nuovo costume sbloccato!,Открыт новый костюм!,おニューのコスチューム ゲット！,새로운 의상 해제!,解鎖了新服裝！,解锁了新套装！
Menu_Back,,Back,Retour,Zurück,Atrás,Voltar,Indietro,Назад,もどる,뒤로,返回,返回
Menu_Confirm,,Confirm,Confirmer,Bestätigen,Confirmar,Confirmar,Conferma,Подтвердить,OK,확인,確認,确认
Menu_Splashscreen_CNC,SPLASH SCREEN,With the support of the Centre national du cinéma et de l’image animée,Avec le soutien du Centre national du cinéma et de l’image animée,Mit Unterstützung des Centre national du cinéma et de l’image animée,Con el apoyo del Centre national du cinéma et de l’image animée,Com o apoio do Centre national du cinéma et de l’image animée,Con il supporto del Centre national du cinéma et de l'image animée,При поддержке Centre national du cinéma et de l’image animée,Centre national du cinéma et de l’image animée 支援作品,Centre national du cinéma et de l’image animée 지원,感謝Centre national du cinéma et de l’image animée的大力支持,感谢Centre national du cinéma et de l’image animée的大力支持
InGame_NewRecord,IN GAME (When finishing a level while beating the best time recorded),New record!,Nouveau record !,Neuer Rekord!,¡Nuevo récord!,Novo recorde!,Nuovo record!,Новый рекорд!,しんきろく！,신기록!,全新紀錄！,全新纪录！
InGame_Skip,NAVIGATION,Skip,Passer,Überspringen,Omitir,Pular,Salta,Пропустить,スキップ,스킵,跳過,跳过
InGame_BackToMainMenu,NAVIGATION,Back to main menu,Retour au menu principal,Zurück zum Hauptmenü,Volver al menú principal,Voltar ao menu principal,Torna al menu principale,Назад в главное меню,メインメニューへ,메인 메뉴로 돌아가기,回到主選單,回到主菜单
Trophy_NobodyDiedLevel_Solo,TROPHEES,On my own,Besoin de personne,Allein geschafft,A mi aire,Sozinho,Senza aiuti,Одиночка,コドクなたび,나만의 방식으로,獨行俠,独行侠
Trophy_Description_NobodyDiedLevel_Solo,,Finish a level in Solo mode without dying,Terminer un niveau en mode Solo sans mourir,Schließe einen Level im Solo-Modus ab/ ohne zu sterben,Termina un nivel en modo un jugador sin morir,Termine uma fase no modo Solo sem morrer.,Completa un livello in modalità Solitaria senza morire,Пройти уровень в одиночном режиме без смертей,ボッチプレイで いちども ツブレずに ステージを クリアする,싱글 모드에서 죽지 않고 스테이지를 끝낸다,不損一命以單人模式完成一關,不损一命以单人模式完成一关
Trophy_NobodyDiedLevel_Coop,,Teamwork,Esprit d'équipe,Teamwork,Trabajo en equipo,Trabalho em Equipe,Gioco di squadra,Командная работа,チームワーク,협동,眾人拾柴,众人拾柴
Trophy_Description_NobodyDiedLevel_Coop,,Finish a level in Coop mode without anyone dying,Terminer un niveau en mode Co-op sans que personne ne meure,Schließt einen Level im Koop-Modus ab/ ohne dass jemand stirbt,Termina un nivel en modo cooperativo sin que muera nadie,Termine uma fase no modo Cooperativo sem que ninguém morra.,Completa un livello in modalità Co-op senza morire,Пройти уровень в кооперативном режиме без смертей,キョーリョクプレイで だれも ツブレずに ステージを クリアする,협동 모드에서 아무도 죽지 않고 스테이지를 끝낸다,全員不死以合作模式完成一關,全员不死以合作模式完成一关
Trophy_NobodyDiedRun_Solo,,Elite,L'élite,Elite,Élite,Elite,Élite,Избранный,エリート,엘리트,天選之子,天选之子
Trophy_Description_NobodyDiedRun_Solo,,Finish a run in Solo mode without dying,Terminer un parcours en mode Solo sans que le joueur meure,Schließe einen Parcours im Solo-Modus ab/ ohne zu sterben,Termina un circuito en modo un jugador sin morir,Termine uma série no modo Solo sem morrer.,Completa un percorso in modalità Solitaria senza morire,Пройти испытание в одиночном режиме без смертей,ボッチプレイで いちども ツブレずに コースを クリアする,싱글 모드에서 죽지 않고 처음부터 끝까지 도전을 끝낸다,不損一命以單人模式完成一輪,不损一命以单人模式完成一轮
Trophy_NobodyDiedRun_Coop,,Dream team,Dream team,Dream-Team,Equipazo,Equipe dos Sonhos,Squadra dei sogni,Лучшие из лучших,ドリームチーム,드림팀,夢幻組合,梦幻组合
Trophy_Description_NobodyDiedRun_Coop,,Finish a run in Coop mode without anyone dying,Terminer un parcours en mode Co-op sans qu'aucun joueur ne meure,Schließt einen Parcours im Koop-Modus ab/ ohne dass jemand stirbt,Termina un circuito en modo cooperativo sin que muera nadie,Termine uma série no modo Cooperativo sem que ninguém morra.,Completa un percorso in modalità Co-op senza morire,Пройти испытание в кооперативном режиме без смертей,キョーリョクプレイで だれも ツブレずに コースをクリアする,협동 모드에서 아무도 죽지 않고 처음부터 끝까지 도전을 끝낸다,全員不死以合作模式完成一輪,全员不死以合作模式完成一轮
Trophy_FirstMinigameRope,,On the road to a minigame!,En route pour un mini jeu !,Unterwegs zu einem Minispiel!,¡De camino a un minijuego!,A caminho de um minijogo!,Verso il minigioco!,Вперед за мини-игрой!,チャンスをつかめ！,미니게임 도전!,前往小遊戲囉！,前往小游戏喽！
Trophy_Description_FirstMinigameRope,,Grab the rope before it disappears,Attraper la corde magique avant sa disparition,Ergreife das Seil/ bevor es verschwindet,Agarra la cuerda antes de que desaparezca,Agarre a corda antes que ela desapareça.,Afferra la corda prima che scompaia,Ухватиться за волшебную веревку до того/ как она исчезнет,ロープが きえるまえに つかむ,로프를 사라지기 전에 잡는다,趕快抓住繩子，別讓它消失,赶快抓住绳子，别让它消失
Trophy_FirstToken,,One token for the machine!,Un jeton pour la machine !,Eine Münze für die Maschine!,¡Una ficha para la máquina!,Uma ficha para a máquina!,Un gettone per la macchina!,О/ монетка!,スロットへのトビラ,기계에 쓸 토큰 하나!,拿去花吧！,拿去花吧！
Trophy_Description_FirstToken,,Collect a token,Collecter un jeton,Sammle eine Münze,Consigue una ficha,Colete uma ficha.,Ottieni un gettone,Подобрать жетон,トークンを 1つゲットする,토큰을 모은다,收集到一枚金幣,收集到一枚金币
Trophy_FinishAllRuns,,Globe-trotter,Globe-trotter,Weltenbummler,Trotamundos,Viajante,Giramondo,Мастер паркура,せかいいっしゅう！,여행가,環球漫遊者,环球漫游者
Trophy_Description_FinishAllRuns,,Finish all the runs,Terminer tous les parcours,Schließe alle Parcours ab,Termina todos los circuitos,Termine todas as séries.,Completa tutti i percorsi,Пройти все испытания,ぜんぶのコースを クリアする,게임을 완료한다,完成所有關卡,完成所有关卡
Trophy_CloneRun,,Among the clones,Entre clones,Unter Klonen,Entre los clones,Entre os Clones,Tra i cloni,Атака клонов,クローンチーム,클론 중에서,千人一面,千人一面
Trophy_Description_CloneRun,,Finish a run while all wearing the same outfit,Finir un parcours en ayant tous la même tenue,Schließt einen Parcours ab/ bei dem ihr alle gleich ausstaffiert seid,Termina un circuito llevando todos el mismo atuendo,Termine uma série com todos usando o mesmo visual.,Completa un percorso con lo stesso abbigliamento per tutti,Пройти совместное испытание в одинаковых костюмах,コスチュームも キャラクターも ぜんぶ おそろいにして コースをクリア,같은 의상을 입은 채로 도전을 끝낸다,所有人以同一服裝扮完成一輪,所有人以同一套装扮完成一轮
Trophy_FinishAllFitIn,,Snug,A l'étroit,Auf engstem Raum,Ajustado,Aconchegante,Aderente,В тесноте/ да не в обиде,かくれんぼ めいじん！,포근함,擠擠暖和,挤挤暖和
Trophy_Description_FinishAllFitIn,,Reach the last wave,Atteindre la dernière vague,Erreiche die letzte Welle,Alcanza la última ola,Chegue à última onda.,Raggiungi l'ultima ondata,Добраться до последнего этапа,かくれんぼを さいしゅうチャレンジまで プレイする,마지막 웨이브에 도달한다,挺到最後一波,挺到最后一波
Trophy_FinishBasket,,MVP,MVP,Wertvollster Spieler,MVP,Jogador Profissional,Migliore in campo,Лучший игрок,MVP,MVP,全場最佳,全场最佳
Trophy_Description_FinishBasket,,Score all the points in a basketball game,Mettre tous les paniers lors d'une partie de basket-ball,Erziele alle Punkte bei einem Basketballspiel,Consigue todos los puntos en una partida de baloncesto,Faça todos os pontos em um jogo de basquete.,Fai sempre canestro in una partita di basket,Заработать все очки в игре в баскетбол,バスケットボールで パーフェクトスコアを キメる,농구 게임에서 모든 포인트를 기록한다,投籃過程中每發必中,投篮过程中每发必中
Trophy_SlamDunk,,Slam Dunk,Slam Dunk,Dunking,Machaque,Enterrada,Schiacciata,Cлэм-данк,スラムダンク,슬램덩크,空中大灌籃,空中大灌篮
Trophy_Description_SlamDunk,,Do a dunk while playing Basketball,Faire un dunk lors d'une partie de basket-ball,Erziele beim Basketball ein Dunking,Haz un mate jugando al baloncesto,Faça uma enterrada durante um jogo de basquete.,Esegui una schiacciata in una partita di basket,Выполнить бросок сверху во время игры в баскетбол,バスケットボールで ダンクシュートをキメる,농구 중에 덩크를 성공한다,在投籃比拼中使出一招灌籃,在投篮比拼中使出一招灌篮
Trophy_FinishLetsDance,,Rock Star,Rock Star,Rockstar,Estrella de rock,Estrela do Rock,Rockstar,Рок-звезда,ダンシングスター,록스타,搖滾巨星,摇滚巨星
Trophy_Description_FinishLetsDance,,Finish a dance routine without missing any moves,Réussir une chorégraphie sans le moindre faux mouvement,Schließe eine Tanzeinlage ab/ ohne eine Bewegung zu versäumen,Termina una coreografía sin fallar ningún movimiento,Termine uma dança sem errar nenhum movimento.,Completa una coreografia eseguendo tutti i movimenti,Исполнить танец/ правильно повторив все движения,ダンスの ふりを いちども まちがえずに こなす,실수를 하지 않고 댄스를 마친다,一次不錯地跟著跳完一支舞,一次不错地跟着跳完一支舞
Trophy_FinishEasyRun,,Victory,Victoire,Gesamtsieg,Victoria,Vitória,Vittoria,Победа,おめでとう！,승리,大獲全勝,大获全胜
Trophy_Description_FinishEasyRun,,Finish all the standard runs,Terminer les parcours standard,Schließe alle Standard-Parcours ab,Termina todos los circuitos normales,Termine todas as séries comuns.,Completa tutti i percorsi standard,Пройти все обычные испытания,ノーマルコースを ぜんぶ クリアする,게임을 완료한다 (일반),完成所有標準關卡,完成所有标准关卡
Trophy_UnlockHardRun,,Stop fooling around,Fini la rigolade,Jetzt wird's ernst,Basta de tonterías,Chega de Brincadeira,Fine della ricreazione,Шутки в сторону!,まだまだ！,진정한 시작,別鬼混了,动真格的
Trophy_Description_UnlockHardRun,,Unlock hardcore runs,Débloquer les parcours difficiles,Schalte schwere Parcours frei,Desbloquea los circuitos difíciles,Desbloqueie as séries difíceis,Sblocca tutti i percorsi difficili,Разблокировать сложные испытания,ゲキムズコースを アンロックする,하드코어 도전을 해제한다,解鎖硬核關卡,解锁硬核关卡
Trophy_PassObject,,Quarterback,Quarterback,Quarterback,Quarterback,Quarterback,Quarterback,Отличный пас!,ナイスパス！,쿼터백,超級四分衛,超级四分卫
Trophy_Description_PassObject,,Pass an object to another player,Réussir une passe avec un objet,Wirf einem anderen Spieler ein Objekt zu,Pásale un objeto a otro jugador,Lance um objeto para outro jogador.,Passa un oggetto a un altro giocatore,Перебросить предмет другому игроку,もうひとりの プレイヤーに アイテムを パスする,물체를 다른 플레이어에게 준다,將一個物體遞給其他玩家,将一个物体递给其他玩家
Trophy_FinishRunWithoutNoobGloves,,Emancipated,Affranchi,Losgelöst,Emancipado,Emancipado,Emancipazione,Независимость,スデで しょうぶ！,자유,解放雙手,解放双手
